"","date","RT_sum","fav_sum","RT_avg","fav_avg","count","maxresponse","approve","disapprove","viral"
"1",2017-02-01,60583,252382,60583,252382,1,312965,44.79341,44.69287,"95"
"2",2017-02-02,241111,1042808,30138.875,130351,8,273921,44.81124,44.79839,"95"
"3",2017-02-03,268276,1106263,38325.1428571429,158037.571428571,7,249889,44.21341,47.06427,"90"
"4",2017-02-04,291103,1370895,32344.7777777778,152321.666666667,9,322036,44.23746,47.03533,"95"
"5",2017-02-05,133725,671274,22287.5,111879,6,221608,44.43742,47.4848,"NA"
"6",2017-02-06,160495,705010,26749.1666666667,117501.666666667,6,340518,44.42256,48.03367,"95"
"7",2017-02-07,117832,534056,23566.4,106811.2,5,238745,44.65995,48.71205,"90"
"8",2017-02-08,241568,1124028,21960.7272727273,102184.363636364,11,193620,44.50491,48.8634,"NA"
"9",2017-02-09,187485,875315,23435.625,109414.375,8,305062,44.34582,49.3256,"95"
"10",2017-02-10,81639,356367,27213,118789,3,200563,44.28156,49.35836,"NA"
"11",2017-02-11,139353,863381,15483.6666666667,95931.2222222222,9,235877,44.42348,49.29364,"90"
"12",2017-02-12,161655,813482,20206.875,101685.25,8,177908,44.30565,49.4447,"NA"
"13",2017-02-13,40660,244511,13553.3333333333,81503.6666666667,3,100828,43.46242,50.64742,"NA"
"14",2017-02-14,91482,459057,15247,76509.5,6,137906,44.47177,50.36843,"NA"
"15",2017-02-15,259443,991177,23585.7272727273,90107,11,164143,44.49281,50.23329,"NA"
"16",2017-02-16,131743,657803,21957.1666666667,109633.833333333,6,151452,44.57693,50.21927,"NA"
"17",2017-02-17,153317,761912,19164.625,95239,8,215022,44.46416,50.34889,"NA"
"18",2017-02-18,68413,384527,17103.25,96131.75,4,225094,44.31153,50.62162,"NA"
"19",2017-02-19,26224,112115,26224,112115,1,138339,44.10547,50.62915,"NA"
"20",2017-02-20,99441,489861,24860.25,122465.25,4,291321,43.83627,50.03596,"95"
"21",2017-02-21,65769,319131,21923,106377,3,144180,43.66503,50.16118,"NA"
"22",2017-02-22,28352,195970,14176,97985,2,132860,42.54541,50.79599,"NA"
"23",2017-02-23,10563,56246,10563,56246,1,66809,43.00062,49.79304,"NA"
"24",2017-02-24,100654,510786,16775.6666666667,85131,6,131432,43.10133,49.82072,"NA"
"25",2017-02-25,205912,872943,29416,124706.142857143,7,263850,42.99247,49.87163,"90"
"26",2017-02-26,81258,415491,20314.5,103872.75,4,137817,42.94234,49.97172,"NA"
"27",2017-02-27,30062,160141,15031,80070.5,2,104997,42.97042,50.10254,"NA"
"28",2017-02-28,11039,82888,11039,82888,1,93927,42.93886,50.21992,"NA"
"29",2017-03-01,44919,302549,14973,100849.666666667,3,211340,43.75505,49.75748,"NA"
"30",2017-03-02,37270,175684,37270,175684,1,212954,43.71027,49.87239,"NA"
"31",2017-03-03,278109,1130917,21393,86993.6153846154,13,204674,43.90226,49.85654,"NA"
"32",2017-03-04,261911,876769,37415.8571428571,125252.714285714,7,215172,43.90226,49.85654,"NA"
"33",2017-03-05,92413,394988,30804.3333333333,131662.666666667,3,202981,43.93693,49.72623,"NA"
"34",2017-03-06,76408,361685,19102,90421.25,4,141448,44.08371,49.29635,"NA"
"35",2017-03-07,157287,768373,19660.875,96046.625,8,148190,44.3455,48.89124,"NA"
"36",2017-03-08,105882,546486,17647,91081,6,144138,44.33974,49.15517,"NA"
"37",2017-03-09,47671,235193,15890.3333333333,78397.6666666667,3,132390,44.25294,49.22272,"NA"
"38",2017-03-10,8650,42988,8650,42988,1,51638,44.51029,49.00035,"NA"
"39",2017-03-11,16563,103623,16563,103623,1,120186,44.6835,48.83847,"NA"
"40",2017-03-12,NA,NA,NA,NA,0,0,44.76669,48.7696,NA
"41",2017-03-13,60700,318317,12140,63663.4,5,120113,44.53927,48.95186,"NA"
"42",2017-03-14,37082,162006,18541,81003,2,123730,44.29615,49.32653,"NA"
"43",2017-03-15,132889,611390,18984.1428571429,87341.4285714286,7,167642,43.732,49.82358,"NA"
"44",2017-03-16,79032,423264,13172,70544,6,103117,43.59192,50.67634,"NA"
"45",2017-03-17,52830,256163,13207.5,64040.75,4,110402,43.36182,50.8023,"NA"
"46",2017-03-18,40527,182202,20263.5,91101,2,116537,42.70947,51.48524,"NA"
"47",2017-03-19,7472,36626,7472,36626,1,44098,42.48279,51.70201,"NA"
"48",2017-03-20,119325,559760,17046.4285714286,79965.7142857143,7,115040,42.56183,51.57077,"NA"
"49",2017-03-21,50592,246213,12648,61553.25,4,90872,42.41769,51.82015,"NA"
"50",2017-03-22,13100,89890,13100,89890,1,102990,42.34076,51.67672,"NA"
"51",2017-03-23,90098,448482,18019.6,89696.4,5,140279,42.28773,51.76073,"NA"
"52",2017-03-24,59075,286263,14768.75,71565.75,4,109551,42.15625,52.08948,"NA"
"53",2017-03-25,68203,341364,17050.75,85341,4,138924,42.14841,52.09206,"NA"
"54",2017-03-26,15590,64422,15590,64422,1,80012,42.08798,52.08815,"NA"
"55",2017-03-27,21319,108475,21319,108475,1,129794,41.81089,52.25573,"NA"
"56",2017-03-28,159482,676408,15948.2,67640.8,10,132678,41.55795,52.38742,"NA"
"57",2017-03-29,54977,267798,13744.25,66949.5,4,118349,41.20364,52.53189,"NA"
"58",2017-03-30,84236,390861,9359.55555555555,43429,9,90670,40.63618,53.55639,"NA"
"59",2017-03-31,97595,447983,12199.375,55997.875,8,92493,40.48179,53.06938,"NA"
"60",2017-04-01,110948,443707,15849.7142857143,63386.7142857143,7,108602,40.54905,53.0927,"NA"
"61",2017-04-02,51352,236181,17117.3333333333,78727,3,104110,40.44848,53.17198,"NA"
"62",2017-04-03,152386,626348,19048.25,78293.5,8,138273,39.84783,53.59146,"NA"
"63",2017-04-04,27006,136232,9002,45410.6666666667,3,58471,40.01525,53.67127,"NA"
"64",2017-04-05,13159,67325,13159,67325,1,80484,40.66016,53.16607,"NA"
"65",2017-04-06,33767,144125,16883.5,72062.5,2,106555,40.41075,53.69882,"NA"
"66",2017-04-07,NA,NA,NA,NA,0,0,40.38835,53.89001,NA
"67",2017-04-08,75422,414178,15084.4,82835.6,5,162622,40.40128,53.86125,"NA"
"68",2017-04-09,25997,134250,12998.5,67125,2,93210,40.41701,53.82942,"NA"
"69",2017-04-10,47031,240826,15677,80275.3333333333,3,106051,40.87731,53.21894,"NA"
"70",2017-04-11,93458,320186,23364.5,80046.5,4,189419,41.51326,52.52065,"NA"
"71",2017-04-12,79658,419013,13276.3333333333,69835.5,6,113243,41.64417,52.36113,"NA"
"72",2017-04-13,96496,439881,24124,109970.25,4,170852,41.44421,52.70598,"NA"
"73",2017-04-14,7089,33563,7089,33563,1,40652,41.27088,51.87616,"NA"
"74",2017-04-15,NA,NA,NA,NA,0,0,41.23275,51.88008,NA
"75",2017-04-16,110103,529906,22020.6,105981.2,5,226994,41.34031,51.77214,"NA"
"76",2017-04-17,98770,436430,14110,62347.1428571429,7,102095,41.62966,51.48813,"NA"
"77",2017-04-18,89537,384159,12791,54879.8571428571,7,90291,41.70159,51.38246,"NA"
"78",2017-04-19,54488,252289,13622,63072.25,4,92452,41.92009,51.80953,"NA"
"79",2017-04-20,47604,220190,11901,55047.5,4,100661,42.02447,52.04146,"NA"
"80",2017-04-21,67414,290714,16853.5,72678.5,4,95600,41.89439,52.33761,"NA"
"81",2017-04-22,92350,462221,13192.8571428571,66031.5714285714,7,107402,41.88213,52.33886,"NA"
"82",2017-04-23,89291,409404,12755.8571428571,58486.2857142857,7,80731,41.63386,52.87494,"NA"
"83",2017-04-24,65447,319698,9349.57142857143,45671.1428571429,7,85186,41.76186,52.74255,"NA"
"84",2017-04-25,63801,276742,12760.2,55348.4,5,126291,41.42433,52.85545,"NA"
"85",2017-04-26,110053,482568,12228.1111111111,53618.6666666667,9,102970,41.98724,52.19347,"NA"
"86",2017-04-27,150479,651292,12539.9166666667,54274.3333333333,12,87749,42.1408,52.32465,"NA"
"87",2017-04-28,44394,201124,14798,67041.3333333333,3,108658,41.9548,52.67693,"NA"
"88",2017-04-29,45369,212117,15123,70705.6666666667,3,99920,41.99678,52.56797,"NA"
"89",2017-04-30,69384,338122,13876.8,67624.4,5,119408,41.98776,52.59581,"NA"
"90",2017-05-01,15244,73550,7622,36775,2,45428,41.87309,52.76786,"NA"
"91",2017-05-02,47067,210453,11766.75,52613.25,4,83867,41.99481,52.65896,"NA"
"92",2017-05-03,54701,234451,13675.25,58612.75,4,101759,42.38294,51.87002,"NA"
"93",2017-05-04,101431,436953,11270.1111111111,48550.3333333333,9,92506,42.42966,51.85018,"NA"
"94",2017-05-05,119160,570926,11916,57092.6,10,82915,42.33636,51.93982,"NA"
"95",2017-05-06,11079,63688,11079,63688,1,74767,42.17928,52.08133,"NA"
"96",2017-05-07,64704,254340,16176,63585,4,103637,42.13611,52.09691,"NA"
"97",2017-05-08,116942,469506,12993.5555555556,52167.3333333333,9,85212,42.16862,52.08101,"NA"
"98",2017-05-09,19881,97331,9940.5,48665.5,2,63016,41.93328,52.1669,"NA"
"99",2017-05-10,170645,659674,18960.5555555556,73297.1111111111,9,126690,41.21492,52.84939,"NA"
"100",2017-05-11,140875,453597,23479.1666666667,75599.5,6,165645,41.15792,52.87853,"NA"
"101",2017-05-12,170309,690372,18923.2222222222,76708,9,156782,41.12946,52.89473,"NA"
"102",2017-05-13,34977,165563,8744.25,41390.75,4,87976,41.08303,52.949,"NA"
"103",2017-05-14,21966,135259,21966,135259,1,157225,40.63778,53.41823,"NA"
"104",2017-05-15,11326,55356,11326,55356,1,66682,40.50564,53.57767,"NA"
"105",2017-05-16,108190,436968,18031.6666666667,72828,6,100875,39.90671,54.10234,"NA"
"106",2017-05-17,13549,69370,13549,69370,1,82919,39.6813,54.27899,"NA"
"107",2017-05-18,91830,326985,22957.5,81746.25,4,160473,39.45036,54.28648,"NA"
"108",2017-05-19,40612,201046,13537.3333333333,67015.3333333333,3,128778,38.86071,54.87609,"NA"
"109",2017-05-20,117398,183428,58699,91714,2,202335,38.80148,54.87124,"NA"
"110",2017-05-21,29619,105991,14809.5,52995.5,2,80656,38.83015,54.86396,"NA"
"111",2017-05-22,13640,67115,13640,67115,1,80755,38.78198,54.95404,"NA"
"112",2017-05-23,87056,391964,21764,97991,4,176555,39.14797,54.91948,"NA"
"113",2017-05-24,36158,168589,18079,84294.5,2,135898,38.99393,54.72712,"NA"
"114",2017-05-25,37974,178907,12658,59635.6666666667,3,90155,39.05955,54.67347,"NA"
"115",2017-05-26,57458,273700,14364.5,68425,4,95402,39.28042,54.5595,"NA"
"116",2017-05-27,84624,405731,12089.1428571429,57961.5714285714,7,117286,39.27729,54.57211,"NA"
"117",2017-05-28,122727,583118,10227.25,48593.1666666667,12,97985,39.3673,54.49165,"NA"
